Circuito,Ejecucion,Hellinger,Jensen-Shannon
qwalk-v-chain_3_mqt.py,1,0.2386681814680988,0.2369179343222904
qwalk-v-chain_3_mqt.py,2,0.23817643341710032,0.2365639437162488
shor_mod21_mqt.py,1,0.1202076193553808,0.11990477644285394
shor_mod21_mqt.py,2,0.06606512671092855,0.06600854967283772
grover_3_vq.py,1,0.13105486120681153,0.12886232713059775
grover_3_vq.py,2,0.07941906054339568,0.07900739322208948
qft_7_vq.py,1,0.2499432307259018,0.24655674420742937
qft_7_vq.py,2,0.1458904954799276,0.14523188732832906
tsp_indep_4_mqt.py,1,0.11510120716156079,0.11415881086411668
tsp_indep_4_mqt.py,2,0.11641442611918974,0.11592125234533329
dj_indep_7_mqt.py,1,0.31738678958437155,0.30969496302833693
dj_indep_7_mqt.py,2,0.2845224236988151,0.2791892684565102
pe_4_mqt.py,1,0.1983469146581168,0.19441618117713488
pe_4_mqt.py,2,0.2082708265334088,0.20387675705291786
qft_3_vq.py,1,0.10560580284984011,0.10526382382383385
qft_3_vq.py,2,0.13737486192454076,0.13681196421874492
qft_2_mqt.py,1,0.10344604826483451,0.10334527671687989
qft_2_mqt.py,2,0.09919569605149417,0.09910149661071048
su2_5_vq.py,1,0.12143416057487415,0.11759389869217964
su2_5_vq.py,2,0.12696350853175203,0.12378556787862771
simon_vq.py,1,0.022573717275832385,0.022571103478919042
simon_vq.py,2,0.1212831094759982,0.1210871916523195
bv_5_vq.py,1,0.220286499596683,0.2165187717562502
bv_5_vq.py,2,0.2106340285857933,0.2051881050522963
bv_4_vq.py,1,0.11777176439258848,0.11618614318973822
bv_4_vq.py,2,0.09435158846874389,0.0938229347467441
grover-noancilla_4_mqt.py,1,0.12708626975327333,0.12681709589665432
grover-noancilla_4_mqt.py,2,0.12278615620316942,0.1223846326882795
qft_3_mqt.py,1,0.09671818057462005,0.09656352148108178
qft_3_mqt.py,2,0.09659271864630038,0.09645990798881346
bv_3_vq.py,1,0.12345624009487567,0.12157553349481573
bv_3_vq.py,2,0.03905159807185875,0.03894217686100024
pe_2_vq.py,1,0.05715128976293948,0.05689439240192048
pe_2_vq.py,2,0.1077160051799139,0.10656126506788528
pe_6_vq.py,1,0.20611593258148453,0.20325233714289165
pe_6_vq.py,2,0.18537137504920626,0.18304989521070825
pe_5_vq.py,1,0.5567257918952833,0.5354221709456488
pe_5_vq.py,2,0.10975358739554486,0.10908818680125995
tsp_indep_5_mqt.py,1,0.08229774750985452,0.08219695189014604
tsp_indep_5_mqt.py,2,0.0770911090676959,0.07699640899382287
3_17tc_vq.py,1,0.12999429428948137,0.12913074620845444
3_17tc_vq.py,2,0.125728961001624,0.1249108551264921
bv_9_vq.py,1,0.6206323416525158,0.5760377014328919
bv_9_vq.py,2,0.3807718231382043,0.3514457347296646
su2random_3_mqt.py,1,0.014390651702438336,0.014390312133871628
