Circuito,Ejecucion,Hellinger
qwalk-v-chain_3_mqt.py,1,0.2386681814680988
qwalk-v-chain_3_mqt.py,2,0.23817643341710032
shor_mod21_mqt.py,1,0.1202076193553808
shor_mod21_mqt.py,2,0.06606512671092855
grover_3_vq.py,1,0.13105486120681153
grover_3_vq.py,2,0.07941906054339568
qft_7_vq.py,1,0.2499432307259018
qft_7_vq.py,2,0.1458904954799276
tsp_indep_4_mqt.py,1,0.11510120716156079
tsp_indep_4_mqt.py,2,0.11641442611918974
dj_indep_7_mqt.py,1,0.31738678958437155
dj_indep_7_mqt.py,2,0.2845224236988151
pe_4_mqt.py,1,0.1983469146581168
pe_4_mqt.py,2,0.2082708265334088
qft_3_vq.py,1,0.10560580284984011
qft_3_vq.py,2,0.13737486192454076
qft_2_mqt.py,1,0.10344604826483451
qft_2_mqt.py,2,0.09919569605149417
su2_5_vq.py,1,0.12143416057487415
su2_5_vq.py,2,0.12696350853175203
simon_vq.py,1,0.022573717275832385
simon_vq.py,2,0.1212831094759982
bv_5_vq.py,1,0.220286499596683
bv_5_vq.py,2,0.2106340285857933
bv_4_vq.py,1,0.11777176439258848
bv_4_vq.py,2,0.09435158846874389
grover-noancilla_4_mqt.py,1,0.12708626975327333
grover-noancilla_4_mqt.py,2,0.12278615620316942
qft_3_mqt.py,1,0.09671818057462005
qft_3_mqt.py,2,0.09659271864630038
bv_3_vq.py,1,0.12345624009487567
bv_3_vq.py,2,0.03905159807185875
pe_2_vq.py,1,0.05715128976293948
pe_2_vq.py,2,0.1077160051799139
pe_6_vq.py,1,0.20611593258148453
pe_6_vq.py,2,0.18537137504920626
pe_5_vq.py,1,0.5567257918952833
pe_5_vq.py,2,0.10975358739554486
tsp_indep_5_mqt.py,1,0.08229774750985452
tsp_indep_5_mqt.py,2,0.0770911090676959
3_17tc_vq.py,1,0.12999429428948137
3_17tc_vq.py,2,0.125728961001624
bv_9_vq.py,1,0.6206323416525158
bv_9_vq.py,2,0.3807718231382043
su2random_3_mqt.py,1,0.014390651702438336
su2random_3_mqt.py,2,0.03429814630688358
qft_4_mqt.py,1,0.1376187937494328
qft_4_mqt.py,2,0.16842353878712435
grover_7_vq.py,1,0.1668294506897327
grover_7_vq.py,2,0.1141248029590498
dj_indep_4_mqt.py,1,0.09033882853867702
dj_indep_4_mqt.py,2,0.10392887985131143
qaoa_indep_3_mqt.py,1,0.13413863907138443
qaoa_indep_3_mqt.py,2,0.1068670233362451
adder_n4_vq.py,1,0.16356352761726176
adder_n4_vq.py,2,0.06733559817050626
qwalk-v-chain_5_mqt.py,1,0.07954566003685395
qwalk-v-chain_5_mqt.py,2,0.09176557173991544
grover-v-chain_3_mqt.py,1,0.13547252944524768
grover-v-chain_3_mqt.py,2,0.0979403835591891
shor_mod15_mqt.py,1,0.20115154190955575
shor_mod15_mqt.py,2,0.09210944266628182
vqe_indep_4_mqt.py,1,0.12299832317233605
vqe_indep_4_mqt.py,2,0.11769281202260164
grover-noancilla_3_mqt.py,1,0.11175680288630496
grover-noancilla_3_mqt.py,2,0.1065522606905839
grover-v-chain_4_mqt.py,1,0.22442660843692808
grover-v-chain_4_mqt.py,2,0.25248765934103806
pe_5_mqt.py,1,0.2981967642261496
pe_5_mqt.py,2,0.22900786020022618
bv_2_vq.py,1,0.05904893295622584
bv_2_vq.py,2,0.05718445339831755
qwalk-noancilla_3_mqt.py,1,0.2177341686821779
qwalk-noancilla_3_mqt.py,2,0.18339325948147925
qaoa_indep_5_mqt.py,1,0.10062786171005579
qaoa_indep_5_mqt.py,2,0.10102995150965484
grover_9_vq.py,1,0.48082584568076714
grover_9_vq.py,2,0.19110612029964516
pe_6_mqt.py,1,0.17944635790546498
pe_6_mqt.py,2,0.201831195382202
qft_6_mqt.py,1,0.12817757617019856
qft_6_mqt.py,2,0.14808609547203835
kickback_7_vq.py,1,0.000771164315620383
kickback_7_vq.py,2,0.00821304523734357
pe_3_mqt.py,1,0.1298501034154898
pe_3_mqt.py,2,0.1574461926685722
vqe_indep_3_mqt.py,1,0.08109313937090668
vqe_indep_3_mqt.py,2,0.10154608878338676
qaoa_indep_4_mqt.py,1,0.17351856188639586
qaoa_indep_4_mqt.py,2,0.13741215295836925
vqe_indep_5_mqt.py,1,0.1032772879129215
vqe_indep_5_mqt.py,2,0.1342251847756311
adder_n10_vq.py,1,0.25571134187225064
adder_n10_vq.py,2,0.23663221285702432
dj_indep_5_mqt.py,1,0.08748748925019391
dj_indep_5_mqt.py,2,0.6194736108170061
adder_n7_vq.py,1,0.15107202157220703
adder_n7_vq.py,2,0.11515233775395366
pe_7_mqt.py,1,0.17198276728383172
pe_7_mqt.py,2,0.2738602659445966
