Circuito,Ejecucion,Hellinger,Jensen-Shannon
pe_6_vq.py,1,0.20322069883428107,0.20100231472768648
pe_6_vq.py,2,0.17646759380506977,0.17470903940234492
tsp_indep_4_mqt.py,1,0.42234422735894006,0.40807721846500017
tsp_indep_4_mqt.py,2,0.21988285354897594,0.21798701787450736
dj_indep_4_mqt.py,1,0.5754152008076611,0.5520512165816821
dj_indep_4_mqt.py,2,0.3721347280458869,0.36153874809344294
simon_vq.py,1,0.03447686105921965,0.03446831490529026
simon_vq.py,2,0.023702155976103017,0.023700479182310157
pe_3_mqt.py,1,0.5262553467800325,0.5092512574676482
pe_3_mqt.py,2,0.13429282308462673,0.13340783695398437
vqe_indep_4_mqt.py,1,0.6747648876385766,0.6332619278956274
vqe_indep_4_mqt.py,2,0.22991144511584025,0.2236298778415832
qft_3_mqt.py,1,0.11708294050189517,0.11686491352906066
qft_3_mqt.py,2,0.10081571525192745,0.10065942346869043
qft_2_mqt.py,1,0.1516999293405681,0.15139002549450067
qft_2_mqt.py,2,0.14248639795617574,0.14222392704260198
qwalk-noancilla_3_mqt.py,1,0.14455646035410105,0.1442052412141291
qwalk-noancilla_3_mqt.py,2,0.13056242887562008,0.1302226718328849
bv_4_vq.py,1,0.7433017664360538,0.6826925885620421
bv_4_vq.py,2,0.2724038282148051,0.2659387769994038
grover-noancilla_3_mqt.py,1,0.3245427480603187,0.3165115521405081
grover-noancilla_3_mqt.py,2,0.3435473838318728,0.3351838624829632
3_17tc_vq.py,1,0.1393524573465463,0.13789782623524466
3_17tc_vq.py,2,0.2762047192047729,0.2691300311446436
pe_4_mqt.py,1,0.47432410500892547,0.4582659512859616
pe_4_mqt.py,2,0.5253297903914226,0.5025047976925645
shor_mod21_mqt.py,1,0.02979112597098624,0.029787758322820254
shor_mod21_mqt.py,2,0.017267400057562388,0.01726630173087676
qaoa_indep_3_mqt.py,1,0.2698022638096157,0.2653814883377613
qaoa_indep_3_mqt.py,2,0.16286173689880035,0.16230676296693908
pe_5_mqt.py,1,0.3439947339607192,0.33881651838736393
pe_5_mqt.py,2,0.3869485954781477,0.37886241097052903
grover-v-chain_4_mqt.py,1,0.19301891691781223,0.19204330160868818
grover-v-chain_4_mqt.py,2,0.2553923263024618,0.25269530665835366
qwalk-v-chain_5_mqt.py,1,0.11322748894366233,0.11289377927795266
qwalk-v-chain_5_mqt.py,2,0.10997149678243373,0.10955362816645875
grover_9_vq.py,1,0.27778256369467097,0.26480936372630126
grover_9_vq.py,2,0.24029443048206675,0.2299575294635624
qft_6_mqt.py,1,0.17720624487584868,0.17605451313772685
qft_6_mqt.py,2,0.1382743273077843,0.13757035799950934
grover-v-chain_3_mqt.py,1,0.5475081683156494,0.5285191861024707
grover-v-chain_3_mqt.py,2,0.5439978771320607,0.5247854961244269
su2_5_vq.py,1,0.3637427137175376,0.3449300054783786
su2_5_vq.py,2,0.16344700126594514,0.15948243727927286
qwalk-v-chain_3_mqt.py,1,0.1095536026122067,0.10927233366928109
qwalk-v-chain_3_mqt.py,2,0.19230274659548494,0.1912211675640165
bv_9_vq.py,1,0.38543287843488927,0.3646312413782319
bv_9_vq.py,2,0.573415098178356,0.53244473949172
qaoa_indep_5_mqt.py,1,0.30847509935977246,0.30309257731151773
qaoa_indep_5_mqt.py,2,0.17841932472765282,0.17731416397651836
qft_3_vq.py,1,0.10577134268571176,0.10537287661326829
qft_3_vq.py,2,0.11339096988230196,0.11303557626804316
su2random_3_mqt.py,1,0.04803921962219646,0.0480226539930656
su2random_3_mqt.py,2,0.062421806148376176,0.06238518852432827
shor_mod15_mqt.py,1,0.09772045521310987,0.09713030394029322
shor_mod15_mqt.py,2,0.6077744831627923,0.5781862394037895
grover_7_vq.py,1,0.14158528566800296,0.14081757496586814
grover_7_vq.py,2,0.12516608023425382,0.12429590479771498
bv_5_vq.py,1,0.6630933280721085,0.6232263446398294
bv_5_vq.py,2,0.6886077240732631,0.6409611991692935
kickback_7_vq.py,1,0.004836031500170633,0.004836022065116576
kickback_7_vq.py,2,0.01993549075798656,0.019934823470653992
pe_5_vq.py,1,0.236059002692033,0.2332223743709147
pe_5_vq.py,2,0.20538988915932574,0.20109794887972676
bv_2_vq.py,1,0.11285719691104117,0.11149993517969335
bv_2_vq.py,2,0.6900207170251538,0.6392963290796375
bv_3_vq.py,1,0.33199704712105244,0.32114933517373256
bv_3_vq.py,2,0.6084370927296733,0.5757254712071093
qft_4_mqt.py,1,0.1955169462035188,0.19403407369698528
qft_4_mqt.py,2,0.1979357549490451,0.1965434300889623
adder_n4_vq.py,1,0.0898006609037902,0.08893386124417435
adder_n4_vq.py,2,0.17752809970697656,0.1725937593719774
pe_6_mqt.py,1,0.2733045317559311,0.2708109498381552
pe_6_mqt.py,2,0.5066056370578363,0.48640834712183545
tsp_indep_5_mqt.py,1,0.12308861561757788,0.12262581833883629
tsp_indep_5_mqt.py,2,0.07351689031402536,0.07345992695458714
qft_7_vq.py,1,0.18538574673562253,0.18395051846151178
qft_7_vq.py,2,0.256652891216527,0.2530182289377969
grover-noancilla_4_mqt.py,1,0.197559472109365,0.1963309549106747
grover-noancilla_4_mqt.py,2,0.21259529837034483,0.21069700402534633
dj_indep_7_mqt.py,1,0.5806461654295506,0.5513756890622522
dj_indep_7_mqt.py,2,0.2838170985447593,0.27756057180883803
grover_3_vq.py,1,0.11563706508362737,0.11490687924901172
grover_3_vq.py,2,0.1038226115267872,0.10297675694992922
pe_2_vq.py,1,0.47977445790187623,0.4634696059788851
pe_2_vq.py,2,0.6108021528976041,0.5728641906824371
vqe_indep_3_mqt.py,1,0.12947723265619693,0.12800868164272206
vqe_indep_3_mqt.py,2,0.22185864054897556,0.2179133216496566
qaoa_indep_4_mqt.py,1,0.07949282880363594,0.07924413819323113
qaoa_indep_4_mqt.py,2,0.3436120341055393,0.3389386318230409
dj_indep_5_mqt.py,1,0.23145091358771958,0.22498839957014338
dj_indep_5_mqt.py,2,0.45647076895991046,0.42535163882409227
vqe_indep_5_mqt.py,1,0.4379610278931452,0.42140181699637314
vqe_indep_5_mqt.py,2,0.2324606271197549,0.22770331983458106
adder_n7_vq.py,1,0.14316303270399489,0.13654126095658714
adder_n7_vq.py,2,0.1659012991535203,0.1588389411729076
adder_n10_vq.py,1,0.42488635805376573,0.4017867471039842
adder_n10_vq.py,2,0.21726142930494627,0.20413996515134186
pe_7_mqt.py,1,0.14725588484425395,0.14635872719998355
pe_7_mqt.py,2,0.1474958874940823,0.14661755178298672
