Circuito,Ejecucion,Hellinger,Jensen-Shannon
kickback_7_vq.py,1,0.0053733680290581586,0.0053733550516261415
kickback_7_vq.py,2,0.008029907630117024,0.008029864278007882
qaoa_indep_5_mqt.py,1,0.37137728633755906,0.3640916888621722
qaoa_indep_5_mqt.py,2,0.3833793797586897,0.3749982688352282
dj_indep_7_mqt.py,1,0.3446892796222348,0.33311680561563306
dj_indep_7_mqt.py,2,0.12898449508707205,0.12695400424995018
pe_5_vq.py,1,0.07514318440686,0.07475271854552334
pe_5_vq.py,2,0.6054434099799587,0.5729412386425657
tsp_indep_5_mqt.py,1,0.07361641674870457,0.07355571804222848
tsp_indep_5_mqt.py,2,0.06588174716332418,0.06583680029140604
su2random_3_mqt.py,1,0.029174365918888143,0.029169718551644245
su2random_3_mqt.py,2,0.05125959987928096,0.051231723709923016
qwalk-v-chain_3_mqt.py,1,0.29247738268758755,0.28951771833947865
qwalk-v-chain_3_mqt.py,2,0.2744412322358173,0.2718366226228059
pe_6_vq.py,1,0.2482576993149268,0.24227992663314754
pe_6_vq.py,2,0.19053433762879993,0.18574113444434068
qft_7_vq.py,1,0.34206919320877577,0.3344716783323233
qft_7_vq.py,2,0.15117693397571552,0.15040888114246762
grover_3_vq.py,1,0.16900344727076114,0.16391400770943712
grover_3_vq.py,2,0.09008100683255137,0.08976105011209178
bv_3_vq.py,1,0.13888547734290876,0.13774377812723654
bv_3_vq.py,2,0.0472273783214012,0.04708843433315349
shor_mod21_mqt.py,1,0.06071709771939068,0.06067810034727035
shor_mod21_mqt.py,2,0.06483389592277236,0.06476888766013436
bv_4_vq.py,1,0.12766196925901055,0.1263832804861855
bv_4_vq.py,2,0.10533209042931076,0.1047008862799918
bv_2_vq.py,1,0.0423579388774993,0.04214387523657885
bv_2_vq.py,2,0.031675441331637376,0.03160426952959761
qft_4_mqt.py,1,0.1703349952418898,0.16949360738328037
qft_4_mqt.py,2,0.18687208135595915,0.1856275926236949
shor_mod15_mqt.py,1,0.1180052562088677,0.11329611943560697
shor_mod15_mqt.py,2,0.09991552736886282,0.09842008874966594
qft_3_mqt.py,1,0.09378191261006875,0.09366295574183012
qft_3_mqt.py,2,0.09332034647150796,0.09319141152249895
pe_2_vq.py,1,0.06845574821223609,0.06798542141039186
pe_2_vq.py,2,0.14194885276689523,0.1376247048007913
bv_5_vq.py,1,0.20739139913229435,0.20131914829589875
bv_5_vq.py,2,0.15498906144154534,0.1527626753364119
grover-noancilla_4_mqt.py,1,0.1802156353343734,0.1792302276198323
